,OPERA,MES,TIPOVUELO,SIGLADES,DIANOM,atraso_15
6887,Grupo LATAM,2,I,Asuncion,Miercoles,0
58938,Grupo LATAM,11,N,Concepcion,Miercoles,0
26874,Grupo LATAM,5,I,Madrid,Viernes,1
19519,Grupo LATAM,4,N,Calama,Lunes,0
25492,Grupo LATAM,5,N,Puerto Montt,Viernes,0
59112,Grupo LATAM,11,N,Temuco,Viernes,1
34079,Sky Airline,7,N,La Serena,Lunes,1
54567,Grupo LATAM,10,I,Bogota,Sabado,0
30700,Grupo LATAM,6,N,La Serena,Viernes,0
38744,Avianca,8,I,Bogota,Miercoles,1
37868,Grupo LATAM,7,N,Isla de Pascua,Sabado,0
13727,Sky Airline,3,I,Buenos Aires,Viernes,0
18996,Sky Airline,4,N,Arica,Domingo,0
61209,Grupo LATAM,11,N,Arica,Miercoles,0
55845,Air Canada,11,I,Buenos Aires,Miercoles,0
41070,Grupo LATAM,8,N,Antofagasta,Domingo,0
65145,Grupo LATAM,12,N,Concepcion,Lunes,0
6190,Air Canada,2,I,Buenos Aires,Jueves,1
41699,Grupo LATAM,8,N,Temuco,Jueves,0
10323,Grupo LATAM,2,N,Arica,Viernes,0
63968,Sky Airline,12,N,Iquique,Jueves,0
5924,Grupo LATAM,1,I,Lima,Miercoles,0
22624,British Airways,5,I,Londres,Viernes,0
67716,Latin American Wings,12,N,Antofagasta,Viernes,1
63198,Sky Airline,12,N,Balmaceda,Sabado,0
24409,Grupo LATAM,5,N,Copiapo,Lunes,0
47780,Grupo LATAM,9,N,La Serena,Martes,0
26492,Grupo LATAM,5,I,Cordoba,Domingo,0
57529,Sky Airline,11,N,Calama,Domingo,0
21774,Grupo LATAM,4,I,Auckland N.Z.,Miercoles,0
12496,Grupo LATAM,3,I,Sao Paulo,Martes,0
13814,Sky Airline,3,I,Montevideo,Domingo,1
37433,Grupo LATAM,7,I,Bogota,Sabado,0
64721,Grupo LATAM,12,N,Antofagasta,Jueves,0
60509,Grupo LATAM,11,I,Cordoba,Jueves,0
46579,Grupo LATAM,9,N,Antofagasta,Lunes,0
47964,Grupo LATAM,9,N,La Serena,Viernes,1
33220,K.L.M.,7,I,Buenos Aires,Martes,0
4403,Grupo LATAM,1,N,Antofagasta,Lunes,0
54754,Grupo LATAM,10,I,Lima,Viernes,1
59200,Grupo LATAM,11,N,Valdivia,Domingo,0
59521,Grupo LATAM,11,N,Punta Arenas,Viernes,0
36853,Grupo LATAM,7,N,Arica,Miercoles,0
18043,Grupo LATAM,4,I,Sao Paulo,Jueves,1
6864,United Airlines,2,I,Houston,Domingo,0
32591,Aerolineas Argentinas,7,I,Buenos Aires,Sabado,0
28145,Qantas Airways,6,I,Sydney,Domingo,0
928,Grupo LATAM,1,I,Rio de Janeiro,Martes,0
68204,JetSmart SPA,12,I,Lima,Viernes,0
10211,Grupo LATAM,2,N,Calama,Viernes,0
39808,Sky Airline,8,N,Osorno,Sabado,0
3909,Grupo LATAM,1,N,Balmaceda,Lunes,0
59128,Grupo LATAM,11,N,Temuco,Martes,1
63811,Sky Airline,12,N,Antofagasta,Miercoles,0
6246,Air France,2,I,Paris,Martes,0
2072,Sky Airline,1,N,Iquique,Jueves,1
32074,Grupo LATAM,6,I,Guayaquil,Domingo,0
10407,Grupo LATAM,2,I,Buenos Aires,Jueves,0
35781,Grupo LATAM,7,N,Concepcion,Jueves,0
52067,Sky Airline,10,I,Lima,Lunes,0
53542,Grupo LATAM,10,N,La Serena,Viernes,0
59438,Grupo LATAM,11,N,Punta Arenas,Jueves,1
53531,Grupo LATAM,10,N,La Serena,Martes,1
45000,Oceanair Linhas Aereas,9,I,Sao Paulo,Martes,0
45836,Sky Airline,9,N,Calama,Sabado,0
34035,Sky Airline,7,N,Concepcion,Miercoles,0
17971,Grupo LATAM,4,I,Sao Paulo,Martes,0
1262,Sky Airline,1,N,Punta Arenas,Jueves,0
45187,Grupo LATAM,9,I,Rio de Janeiro,Martes,0
56031,Aerolineas Argentinas,11,I,Buenos Aires,Viernes,0
35018,Grupo LATAM,7,N,Copiapo,Martes,1
22759,Copa Air,5,I,Ciudad de Panama,Miercoles,1
17446,Aerolineas Argentinas,4,I,Buenos Aires,Jueves,0
34969,Grupo LATAM,7,N,Punta Arenas,Jueves,0
2498,Sky Airline,1,I,Lima,Viernes,0
7723,Sky Airline,2,N,Calama,Miercoles,0
13454,Sky Airline,3,N,Antofagasta,Sabado,0
23045,Grupo LATAM,5,I,Sao Paulo,Viernes,0
6818,Qantas Airways,2,I,Sydney,Miercoles,0
2372,Sky Airline,1,I,Cordoba,Martes,0
6414,Avianca,2,I,Bogota,Domingo,0
46986,Grupo LATAM,9,N,Iquique,Sabado,0
13774,Sky Airline,3,I,Mendoza,Viernes,1
66841,Grupo LATAM,12,I,Bogota,Sabado,0
10261,Grupo LATAM,2,N,Calama,Jueves,0
39340,Grupo LATAM,8,I,Asuncion,Miercoles,0
23570,Sky Airline,5,N,Concepcion,Martes,0
56988,Sky Airline,11,N,Punta Arenas,Miercoles,1
47458,Grupo LATAM,9,N,Puerto Montt,Miercoles,0
63010,Grupo LATAM,12,I,Sao Paulo,Domingo,0
39080,Gol Trans,8,I,Sao Paulo,Martes,0
67650,Grupo LATAM,12,I,Buenos Aires,Domingo,0
67503,Grupo LATAM,12,I,Lima,Miercoles,1
29877,Grupo LATAM,6,N,Calama,Martes,0
64081,Sky Airline,12,N,Arica,Viernes,0
63111,Sky Airline,12,N,Punta Arenas,Jueves,1
56604,Oceanair Linhas Aereas,11,I,Sao Paulo,Sabado,0
64642,Grupo LATAM,12,N,Antofagasta,Jueves,0
7583,Sky Airline,2,N,La Serena,Lunes,0
16976,Grupo LATAM,3,I,Lima,Jueves,0
13403,Sky Airline,3,N,Antofagasta,Martes,0
50098,Avianca,10,I,Bogota,Lunes,0
21503,Grupo LATAM,4,I,Punta Cana,Domingo,1
48200,Grupo LATAM,9,N,Arica,Lunes,0
51877,Sky Airline,10,I,Buenos Aires,Viernes,0
8800,Grupo LATAM,2,N,Calama,Sabado,0
4332,Grupo LATAM,1,N,Antofagasta,Jueves,0
57117,Sky Airline,11,N,Valdivia,Miercoles,0
52971,Grupo LATAM,10,N,Temuco,Viernes,0
26452,Grupo LATAM,5,I,Cordoba,Lunes,0
58828,Grupo LATAM,11,N,Iquique,Viernes,0
54795,Grupo LATAM,10,I,Madrid,Lunes,0
8617,Grupo LATAM,2,N,Antofagasta,Lunes,0
22941,Avianca,5,I,Lima,Miercoles,0
58728,Grupo LATAM,11,N,Iquique,Jueves,0
22924,Qantas Airways,5,I,Sydney,Miercoles,1
67055,Grupo LATAM,12,I,Sao Paulo,Jueves,0
1610,Sky Airline,1,N,Concepcion,Domingo,0
54390,Grupo LATAM,10,I,Cordoba,Viernes,1
44694,Copa Air,9,I,Ciudad de Panama,Sabado,0
14770,Grupo LATAM,3,N,Concepcion,Domingo,0
57871,Sky Airline,11,N,Arica,Domingo,0
61218,Grupo LATAM,11,N,Punta Arenas,Miercoles,1
38456,Air Canada,8,I,Buenos Aires,Viernes,0
24286,Sky Airline,5,I,Lima,Miercoles,0
29071,Sky Airline,6,N,Antofagasta,Viernes,0
59569,Grupo LATAM,11,N,Punta Arenas,Sabado,1
15319,Grupo LATAM,3,N,La Serena,Miercoles,0
9569,Grupo LATAM,2,N,Puerto Montt,Lunes,0
31254,Grupo LATAM,6,I,Buenos Aires,Domingo,0
18312,Sky Airline,4,N,Valdivia,Viernes,1
64030,Sky Airline,12,N,Arica,Lunes,0
54574,Grupo LATAM,10,I,Bogota,Domingo,0
34864,Sky Airline,7,I,Lima,Lunes,0
39651,Sky Airline,8,N,Punta Arenas,Miercoles,0
43206,Grupo LATAM,8,I,Nueva York,Viernes,0
12314,Gol Trans,3,I,Sao Paulo,Jueves,1
46314,Sky Airline,9,I,Cordoba,Domingo,1
35308,Grupo LATAM,7,N,Calama,Viernes,0
43696,Grupo LATAM,8,N,Antofagasta,Lunes,1
2150,Sky Airline,1,N,Iquique,Viernes,0
50707,Grupo LATAM,10,I,Sao Paulo,Sabado,0
11855,Aerolineas Argentinas,3,I,Buenos Aires,Miercoles,0
14048,Grupo LATAM,3,N,Copiapo,Miercoles,0
35747,Grupo LATAM,7,N,Concepcion,Viernes,0
32822,Avianca,7,I,Bogota,Viernes,0
64117,Sky Airline,12,N,Arica,Miercoles,1
54609,Grupo LATAM,10,I,Punta Cana,Domingo,1
17545,Avianca,4,I,Bogota,Miercoles,0
48897,Grupo LATAM,9,I,Ciudad de Mexico,Domingo,0
5363,Grupo LATAM,1,I,Sao Paulo,Miercoles,0
53463,Grupo LATAM,10,N,La Serena,Lunes,1
60489,Grupo LATAM,11,I,Cordoba,Viernes,0
8045,Sky Airline,2,N,Arica,Miercoles,0
30272,Grupo LATAM,6,N,Temuco,Jueves,0
67419,Grupo LATAM,12,N,Antofagasta,Viernes,0
43661,Grupo LATAM,8,I,La Paz,Lunes,0
39449,Grupo LATAM,8,I,Sao Paulo,Martes,0
42512,Grupo LATAM,8,N,Calama,Viernes,0
44584,Copa Air,9,I,Ciudad de Panama,Sabado,0
62131,Aerolineas Argentinas,12,I,Buenos Aires,Miercoles,0
32597,Aerolineas Argentinas,7,I,Buenos Aires,Martes,0
60101,Grupo LATAM,11,I,Montevideo,Miercoles,0
60587,Grupo LATAM,11,I,Lima,Lunes,0
3919,Grupo LATAM,1,N,Balmaceda,Lunes,0
46244,Sky Airline,9,I,Buenos Aires,Sabado,1
31139,Grupo LATAM,6,I,Montevideo,Miercoles,0
39501,Grupo LATAM,8,I,Rio de Janeiro,Lunes,1
52121,Grupo LATAM,10,N,Temuco,Lunes,0
44476,Avianca,9,I,Bogota,Viernes,0
30970,Grupo LATAM,6,N,Calama,Lunes,0
46106,Sky Airline,9,N,Iquique,Jueves,1
30570,Grupo LATAM,6,N,Punta Arenas,Miercoles,0
66499,Grupo LATAM,12,I,Buenos Aires,Martes,1
9393,Grupo LATAM,2,N,Temuco,Martes,0
36638,Grupo LATAM,7,N,Calama,Miercoles,0
16037,Grupo LATAM,3,I,Buenos Aires,Viernes,1
40024,Sky Airline,8,N,La Serena,Viernes,0
61102,Grupo LATAM,11,N,Punta Arenas,Viernes,0
14414,Grupo LATAM,3,N,Iquique,Sabado,0
62333,Copa Air,12,I,Ciudad de Panama,Lunes,0
28289,Grupo LATAM,6,I,Sao Paulo,Viernes,1
59699,Grupo LATAM,11,N,Copiapo,Jueves,0
43194,Grupo LATAM,8,I,Nueva York,Domingo,0
1338,Sky Airline,1,N,Puerto Montt,Jueves,0
21691,Grupo LATAM,4,I,Madrid,Jueves,0
16031,Grupo LATAM,3,I,Buenos Aires,Lunes,0
11775,Air Canada,3,I,Toronto,Lunes,0
59143,Grupo LATAM,11,N,Temuco,Lunes,0
2715,Grupo LATAM,1,N,Copiapo,Jueves,0
58008,Sky Airline,11,I,Cordoba,Sabado,0
23658,Sky Airline,5,N,Copiapo,Lunes,0
48781,Grupo LATAM,9,I,Lima,Martes,0
5546,Grupo LATAM,1,N,Isla de Pascua,Domingo,1
32120,Grupo LATAM,6,I,Lima,Sabado,0
55637,JetSmart SPA,10,N,Copiapo,Lunes,0
19050,Sky Airline,4,I,Buenos Aires,Lunes,0
29572,Grupo LATAM,6,N,Copiapo,Jueves,0
59145,Grupo LATAM,11,N,Temuco,Viernes,0
18320,Sky Airline,4,N,Valdivia,Lunes,0
65399,Grupo LATAM,12,N,Temuco,Lunes,0
59283,Grupo LATAM,11,N,Puerto Montt,Martes,0
773,Iberia,1,I,Madrid,Jueves,0
12803,Sky Airline,3,N,Puerto Montt,Martes,0
10677,Grupo LATAM,2,I,Lima,Martes,0
65295,Grupo LATAM,12,N,Concepcion,Miercoles,0
52439,Grupo LATAM,10,N,Calama,Lunes,0
54896,Grupo LATAM,10,I,Sao Paulo,Jueves,0
40704,Sky Airline,8,I,Montevideo,Sabado,0
48628,Grupo LATAM,9,I,Cordoba,Lunes,0
56585,Oceanair Linhas Aereas,11,I,Sao Paulo,Miercoles,0
62133,Aerolineas Argentinas,12,I,Buenos Aires,Viernes,0
50530,United Airlines,10,I,Houston,Lunes,0
29845,Grupo LATAM,6,N,Calama,Miercoles,0
27691,Aerolineas Argentinas,6,I,Buenos Aires,Miercoles,0
61310,Grupo LATAM,11,I,Lima,Jueves,0
34343,Sky Airline,7,N,Antofagasta,Domingo,0
52394,Grupo LATAM,10,N,Antofagasta,Miercoles,1
57434,Sky Airline,11,N,Calama,Viernes,0
8979,Grupo LATAM,2,N,Antofagasta,Jueves,0
2044,Sky Airline,1,N,Iquique,Domingo,1
64325,Sky Airline,12,I,Lima,Viernes,0
59242,Grupo LATAM,11,N,Puerto Montt,Jueves,0
20251,Grupo LATAM,4,N,Puerto Montt,Domingo,0
2705,Grupo LATAM,1,N,Copiapo,Lunes,0
40216,Sky Airline,8,N,Calama,Jueves,0
50430,Iberia,10,I,Madrid,Lunes,0
41126,Grupo LATAM,8,N,Calama,Domingo,0
25583,Grupo LATAM,5,N,Punta Arenas,Martes,0
245,Aerolineas Argentinas,1,I,Buenos Aires,Viernes,1
17467,Aerolineas Argentinas,4,I,Buenos Aires,Domingo,1
35714,Grupo LATAM,7,N,Concepcion,Domingo,0
40332,Sky Airline,8,N,Antofagasta,Jueves,0
55129,Grupo LATAM,10,N,Antofagasta,Lunes,1
61303,Grupo LATAM,11,I,Lima,Jueves,0
62595,K.L.M.,12,I,Buenos Aires,Martes,1
10412,Grupo LATAM,2,I,Buenos Aires,Martes,1
39847,Sky Airline,8,N,Temuco,Viernes,0
64110,Sky Airline,12,N,Arica,Jueves,1
6534,Copa Air,2,I,Ciudad de Panama,Martes,0
6056,Grupo LATAM,1,I,Miami,Lunes,0
32645,Aerolineas Argentinas,7,I,Buenos Aires,Viernes,1
18519,Sky Airline,4,N,La Serena,Martes,0
65583,Grupo LATAM,12,N,Balmaceda,Martes,1
19048,Sky Airline,4,I,Buenos Aires,Sabado,0
39926,Sky Airline,8,N,Concepcion,Lunes,0
28021,Delta Air,6,I,Atlanta,Martes,0
1614,Sky Airline,1,N,Concepcion,Jueves,1
31729,Grupo LATAM,6,I,Ciudad de Mexico,Domingo,0
56486,K.L.M.,11,I,Buenos Aires,Domingo,0
41485,Grupo LATAM,8,N,Concepcion,Miercoles,0
57698,Sky Airline,11,N,Antofagasta,Viernes,0
35880,Grupo LATAM,7,N,Temuco,Domingo,0
22589,Avianca,5,I,Bogota,Lunes,0
38332,Latin American Wings,7,I,Lima,Viernes,0
15615,Grupo LATAM,3,N,Calama,Jueves,0
22316,Aeromexico,5,I,Ciudad de Mexico,Domingo,0
42885,Grupo LATAM,8,I,Buenos Aires,Miercoles,0
24208,Sky Airline,5,I,Cordoba,Miercoles,0
58518,Grupo LATAM,11,N,Calama,Viernes,0
2451,Sky Airline,1,I,Lima,Sabado,0
66220,Grupo LATAM,12,N,Arica,Miercoles,0
61025,Grupo LATAM,11,N,Isla de Pascua,Lunes,0
31639,Grupo LATAM,6,I,Bogota,Viernes,1
50412,Iberia,10,I,Madrid,Jueves,1
65662,Grupo LATAM,12,N,Balmaceda,Jueves,0
48534,Grupo LATAM,9,I,Buenos Aires,Viernes,0
31150,Grupo LATAM,6,I,Mendoza,Viernes,1
58048,Sky Airline,11,I,Montevideo,Lunes,0
11527,Grupo LATAM,2,I,Lima,Lunes,0
38549,Aeromexico,8,I,Ciudad de Mexico,Viernes,0
59831,Grupo LATAM,11,N,Antofagasta,Miercoles,0
53042,Grupo LATAM,10,N,Temuco,Lunes,0
61171,Grupo LATAM,11,N,Arica,Domingo,0
5744,Grupo LATAM,1,I,Cordoba,Domingo,0
17316,Aerolineas Argentinas,4,I,Buenos Aires,Miercoles,0
39902,Sky Airline,8,N,Concepcion,Miercoles,0
25012,Grupo LATAM,5,N,Concepcion,Domingo,0
67030,Grupo LATAM,12,I,Lima,Martes,0
37191,Grupo LATAM,7,I,Buenos Aires,Miercoles,1
2318,Sky Airline,1,I,Buenos Aires,Domingo,1
30979,Grupo LATAM,6,N,Calama,Miercoles,0
27789,Avianca,6,I,Bogota,Sabado,1
57975,Sky Airline,11,I,Mendoza,Miercoles,0
53096,Grupo LATAM,10,N,Osorno,Viernes,0
32726,Aerolineas Argentinas,7,I,Buenos Aires,Miercoles,1
28219,Grupo LATAM,6,I,Asuncion,Jueves,0
52967,Grupo LATAM,10,N,Temuco,Lunes,0
52023,Sky Airline,10,I,Lima,Martes,0
60176,Grupo LATAM,11,I,Mendoza,Lunes,0
29411,Sky Airline,6,I,Lima,Jueves,0
35380,Grupo LATAM,7,N,Iquique,Lunes,1
41098,Grupo LATAM,8,N,Calama,Martes,0
32291,Latin American Wings,6,N,Concepcion,Domingo,0
56545,United Airlines,11,I,Houston,Domingo,0
43305,Grupo LATAM,8,I,Lima,Sabado,1
66213,Grupo LATAM,12,N,Arica,Lunes,0
7420,Sky Airline,2,N,Temuco,Viernes,0
40343,Sky Airline,8,N,Antofagasta,Martes,0
41616,Grupo LATAM,8,N,Concepcion,Viernes,0
55853,Air Canada,11,I,Toronto,Domingo,0
15773,Grupo LATAM,3,N,Arica,Sabado,0
67623,Grupo LATAM,12,I,Buenos Aires,Martes,0
1261,Sky Airline,1,N,Punta Arenas,Miercoles,0
45660,Sky Airline,9,N,La Serena,Viernes,0
27248,Grupo LATAM,5,I,Buenos Aires,Domingo,0
60294,Grupo LATAM,11,I,Buenos Aires,Sabado,0
46556,Grupo LATAM,9,N,Copiapo,Domingo,0
58083,Sky Airline,11,I,Lima,Lunes,0
36008,Grupo LATAM,7,N,Puerto Montt,Lunes,0
4704,Grupo LATAM,1,N,Arica,Lunes,0
14768,Grupo LATAM,3,N,Concepcion,Jueves,0
47853,Grupo LATAM,9,N,Copiapo,Sabado,0
57528,Sky Airline,11,N,Calama,Sabado,0
58861,Grupo LATAM,11,N,Arica,Miercoles,0
60356,Grupo LATAM,11,I,Buenos Aires,Jueves,0
25864,Grupo LATAM,5,N,Calama,Lunes,1
254,Aerolineas Argentinas,1,I,Buenos Aires,Domingo,0
34448,Sky Airline,7,N,Iquique,Domingo,1
32158,Grupo LATAM,6,I,Lima,Domingo,0
19469,Grupo LATAM,4,N,Antofagasta,Lunes,0
38968,Copa Air,8,I,Ciudad de Panama,Domingo,0
12946,Sky Airline,3,N,Temuco,Martes,0
34076,Sky Airline,7,N,La Serena,Viernes,0
61803,JetSmart SPA,11,N,Puerto Montt,Lunes,0
62361,Copa Air,12,I,Ciudad de Panama,Martes,0
42034,Grupo LATAM,8,N,Punta Arenas,Jueves,1
56106,Avianca,11,I,Bogota,Miercoles,0
11745,Air Canada,3,I,Buenos Aires,Domingo,1
22864,Iberia,5,I,Madrid,Martes,0
64420,Grupo LATAM,12,N,Concepcion,Lunes,0
47226,Grupo LATAM,9,N,Concepcion,Miercoles,0
56977,Sky Airline,11,N,Punta Arenas,Sabado,0
64307,Sky Airline,12,I,Rio de Janeiro,Jueves,1
566,Copa Air,1,I,Ciudad de Panama,Martes,0
56495,K.L.M.,11,I,Buenos Aires,Miercoles,0
8244,Sky Airline,2,I,Cordoba,Domingo,1
13477,Sky Airline,3,N,Iquique,Jueves,0
57689,Sky Airline,11,N,Antofagasta,Domingo,1
226,Aerolineas Argentinas,1,I,Buenos Aires,Viernes,0
902,Grupo LATAM,1,I,Asuncion,Martes,0
10581,Grupo LATAM,2,I,Buenos Aires,Viernes,1
47915,Grupo LATAM,9,N,Antofagasta,Domingo,0
62512,Gol Trans,12,I,Sao Paulo,Jueves,0
19483,Grupo LATAM,4,N,Antofagasta,Jueves,0
56629,Oceanair Linhas Aereas,11,I,Sao Paulo,Jueves,0
13860,Sky Airline,3,I,Lima,Jueves,0
17059,Grupo LATAM,3,I,"Curitiba, Bra.",Miercoles,0
36013,Grupo LATAM,7,N,Puerto Montt,Lunes,0
6621,Copa Air,2,I,Ciudad de Panama,Miercoles,0
37795,Grupo LATAM,7,I,Sao Paulo,Martes,1
39835,Sky Airline,8,N,Temuco,Jueves,0
63576,Sky Airline,12,N,Copiapo,Domingo,0
40308,Sky Airline,8,N,Antofagasta,Lunes,1
15502,Grupo LATAM,3,N,Antofagasta,Domingo,1
62111,Aerolineas Argentinas,12,I,Buenos Aires,Domingo,1
27650,Aerolineas Argentinas,6,I,Buenos Aires,Sabado,0
50131,Alitalia,10,I,Roma,Sabado,0
1404,Sky Airline,1,N,Puerto Montt,Miercoles,0
61101,Grupo LATAM,11,N,Punta Arenas,Lunes,0
58380,Grupo LATAM,11,N,Antofagasta,Viernes,0
3855,Grupo LATAM,1,N,Balmaceda,Jueves,0
47391,Grupo LATAM,9,N,Valdivia,Jueves,0
2827,Grupo LATAM,1,N,Antofagasta,Martes,0
40043,Sky Airline,8,N,Copiapo,Miercoles,0
54792,Grupo LATAM,10,I,Sao Paulo,Lunes,0
1794,Sky Airline,1,N,Calama,Jueves,0
59829,Grupo LATAM,11,N,Antofagasta,Miercoles,0
29569,Grupo LATAM,6,N,Copiapo,Lunes,0
43239,Grupo LATAM,8,I,Bogota,Lunes,0
63944,Sky Airline,12,N,Iquique,Domingo,0
52779,Grupo LATAM,10,N,Concepcion,Lunes,0
6809,K.L.M.,2,I,Buenos Aires,Martes,0
24619,Grupo LATAM,5,N,Calama,Martes,0
39408,Grupo LATAM,8,I,Sao Paulo,Sabado,0
10071,Grupo LATAM,2,N,Antofagasta,Domingo,0
49379,Grupo LATAM,9,I,Lima,Sabado,0
3822,Grupo LATAM,1,N,Puerto Montt,Miercoles,0
20006,Grupo LATAM,4,N,Concepcion,Jueves,0
3722,Grupo LATAM,1,N,Puerto Montt,Jueves,0
55288,Grupo LATAM,10,I,Buenos Aires,Jueves,1
46478,Grupo LATAM,9,N,Castro (Chiloe),Sabado,0
33725,Sky Airline,7,N,Punta Arenas,Viernes,1
50697,Grupo LATAM,10,I,Sao Paulo,Lunes,0
39140,Iberia,8,I,Madrid,Miercoles,0
7111,Grupo LATAM,2,I,Lima,Martes,1
30546,Grupo LATAM,6,N,Puerto Montt,Martes,0
12920,Sky Airline,3,N,Temuco,Domingo,0
36065,Grupo LATAM,7,N,Puerto Montt,Miercoles,0
48648,Grupo LATAM,9,I,Cordoba,Domingo,0
52364,Grupo LATAM,10,N,Antofagasta,Jueves,0
65632,Grupo LATAM,12,N,Balmaceda,Sabado,0
7177,Grupo LATAM,2,I,Rio de Janeiro,Domingo,0
44147,American Airlines,9,I,Dallas,Viernes,0
53840,Grupo LATAM,10,N,Calama,Domingo,0
12209,Copa Air,3,I,Ciudad de Panama,Lunes,0
11750,Air Canada,3,I,Buenos Aires,Domingo,1
53080,Grupo LATAM,10,N,Valdivia,Domingo,0
45965,Sky Airline,9,N,Antofagasta,Lunes,0
19677,Grupo LATAM,4,N,Iquique,Miercoles,0
30699,Grupo LATAM,6,N,La Serena,Jueves,0
60802,Grupo LATAM,11,I,Lima,Viernes,1
31028,Grupo LATAM,6,N,Iquique,Viernes,0
2729,Grupo LATAM,1,N,Copiapo,Jueves,0
61662,JetSmart SPA,11,N,Antofagasta,Domingo,0
62533,Gol Trans,12,I,Rio de Janeiro,Miercoles,0
37386,Grupo LATAM,7,I,Nueva York,Martes,0
55149,Grupo LATAM,10,I,Guayaquil,Martes,1
31556,Grupo LATAM,6,I,Lima,Viernes,0
45545,Sky Airline,9,N,Temuco,Viernes,0
65815,Grupo LATAM,12,N,Punta Arenas,Sabado,0
17910,Avianca,4,I,Lima,Martes,0
28641,Sky Airline,6,N,Temuco,Lunes,0
44480,Avianca,9,I,Bogota,Martes,0
24585,Grupo LATAM,5,N,Antofagasta,Lunes,0
51311,Sky Airline,10,N,Copiapo,Sabado,0
40948,Grupo LATAM,8,N,Antofagasta,Jueves,0
49965,Aerolineas Argentinas,10,I,Buenos Aires,Viernes,1
9011,Grupo LATAM,2,N,Iquique,Viernes,0
58343,Grupo LATAM,11,N,Copiapo,Sabado,0
20835,Grupo LATAM,4,N,Calama,Jueves,0
46997,Grupo LATAM,9,N,Iquique,Miercoles,0
54342,Grupo LATAM,10,I,Buenos Aires,Viernes,0
39905,Sky Airline,8,N,Concepcion,Domingo,0
16267,Grupo LATAM,3,I,Lima,Miercoles,0
29342,Sky Airline,6,I,Mendoza,Viernes,1
14520,Grupo LATAM,3,N,Iquique,Lunes,0
7761,Sky Airline,2,N,Calama,Domingo,0
58844,Grupo LATAM,11,N,Iquique,Jueves,0
66906,Grupo LATAM,12,I,Los Angeles,Lunes,1
26208,Grupo LATAM,5,I,Mendoza,Domingo,0
51118,Sky Airline,10,N,Temuco,Lunes,1
63080,Sky Airline,12,N,Puerto Montt,Jueves,1
31670,Grupo LATAM,6,I,Punta Cana,Domingo,1
62037,Aerolineas Argentinas,12,I,Buenos Aires,Miercoles,0
453,Alitalia,1,I,Roma,Domingo,0
36586,Grupo LATAM,7,N,Antofagasta,Sabado,0
11062,Grupo LATAM,2,I,Florianapolis,Viernes,0
10789,Grupo LATAM,2,I,Lima,Lunes,1
63717,Sky Airline,12,N,Calama,Jueves,0
42682,Grupo LATAM,8,I,Montevideo,Miercoles,1
8736,Grupo LATAM,2,N,Antofagasta,Jueves,0
29093,Sky Airline,6,N,Antofagasta,Viernes,0
13711,Sky Airline,3,I,Buenos Aires,Jueves,0
26833,Grupo LATAM,5,I,Lima,Sabado,0
67118,Grupo LATAM,12,I,Sao Paulo,Miercoles,0
56337,Copa Air,11,I,Ciudad de Panama,Lunes,0
28170,Avianca,6,I,Lima,Viernes,0
18161,Grupo LATAM,4,I,Sao Paulo,Viernes,0
41582,Grupo LATAM,8,N,Concepcion,Viernes,0
38361,Latin American Wings,7,N,Concepcion,Jueves,0
36375,Grupo LATAM,7,N,La Serena,Viernes,0
45244,Grupo LATAM,9,I,Sao Paulo,Sabado,0
30860,Grupo LATAM,6,N,Antofagasta,Domingo,1
27445,American Airlines,6,I,Dallas,Sabado,1
17863,K.L.M.,4,I,Buenos Aires,Miercoles,0
19487,Grupo LATAM,4,N,Antofagasta,Lunes,0
10252,Grupo LATAM,2,N,Calama,Miercoles,0
46007,Sky Airline,9,N,Iquique,Miercoles,0
26796,Grupo LATAM,5,I,Lima,Domingo,0
9656,Grupo LATAM,2,N,Puerto Montt,Domingo,1
49838,Air Canada,10,I,Toronto,Domingo,0
16922,Grupo LATAM,3,I,Guayaquil,Martes,0
37712,Grupo LATAM,7,I,Madrid,Miercoles,1
40202,Sky Airline,8,N,Calama,Viernes,0
49565,Latin American Wings,9,N,Concepcion,Viernes,1
10195,Grupo LATAM,2,N,Calama,Lunes,0
62751,United Airlines,12,I,Houston,Miercoles,0
61700,JetSmart SPA,11,N,La Serena,Viernes,0
53912,Grupo LATAM,10,N,Arica,Lunes,0
16433,Grupo LATAM,3,I,Lima,Miercoles,1
1090,Grupo LATAM,1,I,Rio de Janeiro,Domingo,0
43587,Grupo LATAM,8,I,Auckland N.Z.,Jueves,0
23713,Sky Airline,5,N,Calama,Lunes,0
33235,K.L.M.,7,I,Buenos Aires,Miercoles,0
7838,Sky Airline,2,N,Antofagasta,Miercoles,0
66886,Grupo LATAM,12,I,Lima,Miercoles,0
11641,Latin American Wings,2,I,Lima,Domingo,0
17073,Latin American Wings,3,I,Lima,Martes,0
6559,Copa Air,2,I,Ciudad de Panama,Domingo,0
23559,Sky Airline,5,N,Concepcion,Miercoles,0
57295,Sky Airline,11,N,La Serena,Martes,0
22733,Copa Air,5,I,Ciudad de Panama,Domingo,0
64553,Grupo LATAM,12,N,Punta Arenas,Miercoles,0
4074,Grupo LATAM,1,N,Puerto Montt,Martes,0
36504,Grupo LATAM,7,N,Antofagasta,Domingo,0
24258,Sky Airline,5,I,Lima,Viernes,0
52363,Grupo LATAM,10,N,Antofagasta,Miercoles,0
